name,age,gender,salary,education,years of service
Katelyn Cross,58,Male,69505,M.S.,16
Joy Melendez,30,Female,96112,M.S.,14
Jennifer Foley,40,Male,84893,Ph.D.,27
Adam Harper,59,Male,66028,Bachelor's,24
Wendy Rodriguez,61,Male,96091,Bachelor's,17
Omar Lawson,30,Male,82806,M.S.,26
Diane Coleman,29,Female,97627,Ph.D.,6
Bonnie Short,39,Female,64926,Bachelor's,19
Andrew Bray,65,Male,61649,M.S.,1
Karen Wade DDS,39,Female,72244,Bachelor's,21
Taylor Bowers,41,Male,88814,Bachelor's,25
Shawn Delgado,49,Male,52757,M.S.,13
Kirk Lamb,45,Male,77918,Ph.D.,22
Mary Smith,53,Female,84114,Bachelor's,28
Rachel Nelson,48,Male,58806,Ph.D.,12
Tamara Cordova,44,Female,92600,M.S.,19
Robert Lin,39,Female,75995,Bachelor's,20
Kathleen Fleming,30,Male,63232,Bachelor's,28
Matthew Morales,56,Male,69373,Ph.D.,21
Dorothy Lewis,27,Male,82593,Ph.D.,18
Jason Scott,34,Female,80450,Bachelor's,1
Ryan Paul,43,Female,68703,M.S.,16
Katie Willis,49,Male,68347,M.S.,30
Timothy Wright,39,Male,57395,Bachelor's,19
Katie Mata,62,Female,84330,Bachelor's,16
Katie Durham,30,Female,50554,Ph.D.,23
Elizabeth Rodriguez,43,Female,65431,Ph.D.,3
Rebecca Cole,34,Female,69509,Ph.D.,7
Joanne Bell,26,Female,67233,Ph.D.,9
Antonio Martinez,27,Male,74589,Bachelor's,19
Jonathan Donovan,51,Female,61606,M.S.,9
Monica Bauer,29,Female,65098,M.S.,29
Brian Cox,52,Male,62551,Bachelor's,9
Christopher Ingram,44,Male,70431,Bachelor's,29
Crystal Moran,28,Female,97261,Bachelor's,29
Tammy Porter,58,Female,83730,Bachelor's,3
Phillip Evans,42,Male,70335,M.S.,16
Andrew Perkins,52,Male,93059,M.S.,28
Sharon Guerrero,53,Male,90134,M.S.,14
Brett Nguyen,37,Male,98514,Ph.D.,30
Diamond Adams,38,Male,91445,M.S.,25
Matthew Ramirez,39,Male,67512,M.S.,15
David Cervantes,61,Male,95315,Bachelor's,3
Dawn Robertson,47,Female,63947,Bachelor's,8
Kim Johnson,64,Male,98433,Ph.D.,6
Hayden Brady,33,Female,92667,M.S.,1
Jennifer Vargas,50,Male,84579,M.S.,22
Elizabeth Osborne,62,Female,53528,Ph.D.,29
Jeremy Anderson,36,Female,92274,M.S.,4
Phillip Green,41,Female,51406,Ph.D.,19
Nathaniel Richardson,49,Male,71190,Ph.D.,22
Kathleen Miller,35,Female,66590,Bachelor's,7
John Wagner,52,Female,74523,M.S.,14
Danielle Johnson,47,Male,66831,M.S.,27
Bobby Taylor,38,Female,56544,M.S.,26
Lisa Mccullough,57,Female,95681,Bachelor's,30
Ethan Reid,28,Male,63097,Bachelor's,29
Elizabeth Gonzalez,58,Male,73211,M.S.,2
Diana Mccoy,25,Female,90419,M.S.,29
Joseph Anderson,48,Female,75892,Ph.D.,28
Cory Ellis,49,Male,72396,Bachelor's,2
Christina Deleon,61,Female,82210,Bachelor's,3
Lauren Cruz,43,Male,84790,Ph.D.,30
Adam Page,65,Male,91788,Ph.D.,25
Jeremy Johnson,59,Female,53111,M.S.,29
Jeffrey Navarro,54,Female,54813,M.S.,16
Amber Clark,28,Male,79048,M.S.,11
Mary Stevenson MD,64,Male,53557,Bachelor's,28
Daniel Golden,38,Male,93243,M.S.,12
Melinda Brown,57,Male,88623,M.S.,22
Shelby Mcdaniel,33,Male,77618,M.S.,11
Colleen Roman,48,Female,93569,Bachelor's,26
Lauren Pennington,56,Male,67908,Bachelor's,27
Clifford Browning,51,Female,90197,M.S.,8
Robert Vasquez,50,Male,84213,Ph.D.,4
Jessica Weeks,57,Female,79600,M.S.,12
Lucas Mitchell,58,Female,63230,M.S.,22
Phillip Pierce,46,Female,56175,Ph.D.,22
Phillip Martinez,45,Female,86007,M.S.,21
Gregory Martinez,48,Male,72640,Bachelor's,28
Matthew Garrison,30,Male,58208,M.S.,23
Seth Faulkner,46,Female,94584,Bachelor's,21
Michaela Gutierrez,41,Male,82677,M.S.,30
Adam Barry,35,Male,74762,Bachelor's,26
Elizabeth Jackson,62,Male,50190,Bachelor's,5
Jerry Curtis,40,Male,99832,Ph.D.,21
Steve Cantu,39,Female,78147,M.S.,3
Carol Nelson,60,Male,92561,M.S.,19
Anthony Smith,47,Male,60221,Bachelor's,23
Eddie Jones,34,Female,60075,Bachelor's,5
Lindsay Patton,39,Male,63413,M.S.,30
Samantha Johnson,40,Male,78955,M.S.,25
Kayla Porter,29,Male,71658,M.S.,5
Richard Carson,57,Female,91847,M.S.,17
Rachel Webb,42,Female,78337,Ph.D.,12
Hayley Avila,33,Male,86716,Ph.D.,18
Mary Schmidt,37,Male,90491,Ph.D.,5
Amber Oliver,63,Female,64354,Ph.D.,5
Jennifer Alexander,42,Male,85694,M.S.,9
Cathy Jones,49,Male,62481,Ph.D.,5
Christopher York,51,Male,69046,M.S.,12
Sheryl Sims,58,Male,89729,M.S.,17
Brittany Lee,56,Male,64716,Bachelor's,30
Brittney Reed,59,Male,74509,Ph.D.,5
Amber West,58,Female,50335,Ph.D.,4
Megan Freeman,51,Male,67879,M.S.,25
Eric Woods,36,Male,97886,Ph.D.,3
William Hall,54,Male,71323,M.S.,24
Christina Graves,43,Male,94593,Bachelor's,15
Charles Brandt,64,Female,90531,M.S.,30
Robert Cross,55,Female,81777,Ph.D.,20
Sherry Lee,49,Female,60388,Ph.D.,12
Jamie Silva,55,Female,54968,M.S.,6
John Lewis,63,Male,95659,Ph.D.,22
Robert Holt,41,Female,92965,Bachelor's,7
Danielle Davis,27,Male,77349,Ph.D.,7
Paula Castillo,42,Female,52363,Ph.D.,2
Kayla Banks,49,Male,68685,M.S.,9
Michelle Owen,50,Male,96947,Ph.D.,5
Brenda Simpson,33,Female,66984,Bachelor's,25
Christopher Todd,45,Male,79028,M.S.,21
Victoria Carter,51,Male,74058,Bachelor's,25
Alice Marquez,49,Female,89121,Ph.D.,28
Dennis Mccoy,39,Male,56574,Ph.D.,2
Dylan Guerrero,37,Male,68546,M.S.,2
Amber Burch,28,Male,56064,M.S.,7
Tyler Carter,42,Male,75825,Ph.D.,18
Robin Haynes,57,Female,80427,Ph.D.,16
Wendy Smith,43,Male,96945,Bachelor's,8
Joseph Wright,65,Male,72814,M.S.,7
Jenna Terry,49,Female,72116,Bachelor's,6
Kathleen Davis,58,Female,52040,M.S.,12
Crystal Parker,59,Female,55862,M.S.,16
David Campbell,52,Female,98611,M.S.,2
Matthew Robertson,51,Female,78255,Bachelor's,13
Wendy Rose,43,Male,81194,M.S.,1
Michael Owens,26,Female,61262,M.S.,18
Michael Osborn,49,Male,78364,M.S.,7
Kimberly Roberts,47,Male,64596,Ph.D.,30
Casey Stevens,31,Female,81705,M.S.,13
James Wright,49,Female,52700,Ph.D.,20
Jessica Bowman,35,Male,66885,M.S.,15
Laura Costa,54,Male,61327,Bachelor's,23
Mr. Troy Myers,28,Male,50519,M.S.,12
Levi Johnson,26,Female,72382,M.S.,13
Monica Murphy,31,Male,87008,Ph.D.,25
Holly Mckinney,49,Male,59611,Ph.D.,24
Tina Little,45,Female,84295,Ph.D.,9
Daniel Morris,44,Male,72032,M.S.,13
Brooke Martinez,49,Male,64726,M.S.,1
Kimberly Martin,41,Female,53501,Ph.D.,10
Kristen Turner,50,Male,70211,Ph.D.,10
Dr. Melissa Scott,40,Male,52044,Bachelor's,16
Cindy Miller,29,Female,55402,Ph.D.,6
Matthew Ray,28,Female,70370,M.S.,22
Robert Cooper,65,Female,80246,M.S.,12
Ariana Ross,54,Male,63462,M.S.,19
Sean Davis,56,Male,57727,Bachelor's,5
Joel Ortega,57,Male,72889,Bachelor's,30
Richard Holmes,37,Male,83271,Bachelor's,11
Alexis Shaffer,40,Female,73844,Ph.D.,11
Anthony Shaw,48,Male,78787,M.S.,6
Kathryn Dixon,51,Male,63481,Bachelor's,9
Ian Huber,60,Female,97202,M.S.,1
Vanessa Dunn,43,Female,61684,Bachelor's,13
John Howe,39,Male,79554,M.S.,5
Janice Johnson,31,Female,72693,Ph.D.,2
Jonathan Wheeler,52,Male,76850,Bachelor's,15
Marcia Clements,46,Male,62159,Bachelor's,30
Joshua Watson,29,Male,77667,M.S.,16
Kevin Gonzalez,62,Female,81277,Ph.D.,19
Jacob Tanner,29,Female,99245,Bachelor's,24
Charles Wilson,64,Male,71998,M.S.,19
Nicholas Garrett,37,Male,69163,Bachelor's,27
Brandy Gilbert,65,Female,84151,M.S.,20
Annette Ayala,41,Male,82263,M.S.,25
Sara Parker,38,Male,63519,Bachelor's,11
Jennifer Day DDS,47,Male,91294,M.S.,20
Christy Morris,32,Male,95123,Ph.D.,18
Jared Holmes,40,Female,98818,Bachelor's,25
Courtney Dougherty,64,Female,79349,M.S.,28
Sonya Fernandez,27,Female,92939,M.S.,2
Jacob Boyd,59,Male,69464,Bachelor's,13
Beth Rodriguez,65,Female,74374,M.S.,10
Michele Richardson,33,Female,76294,Bachelor's,24
Kari Graham,65,Male,63189,M.S.,1
Sue Luna,54,Male,50888,M.S.,30
Danny Lee,29,Male,51416,Ph.D.,26
Kimberly Smith,60,Female,50123,Ph.D.,25
George Terry,55,Female,87639,Bachelor's,4
Brittany Gonzalez,36,Female,67148,Ph.D.,18
Karen Dawson,29,Male,67903,M.S.,18
Alexander Bond,28,Male,72230,Bachelor's,20
Michael Juarez,34,Female,54758,Bachelor's,15
Logan Becker,64,Male,78434,M.S.,27
Mr. Michael Rubio,63,Female,89998,Ph.D.,18
Frank Rodgers,45,Female,95915,M.S.,9
John Ramirez,63,Female,70929,M.S.,9
Michael Butler,39,Male,96103,Ph.D.,14
Jessica Hopkins,62,Female,68572,Bachelor's,30
Nicole Garrett,64,Male,50499,Ph.D.,8
Kenneth Erickson,49,Female,72619,Ph.D.,22
April Barnes,32,Male,66123,Ph.D.,18
Ryan Jones,41,Male,86715,Bachelor's,28
Matthew Mccoy,32,Male,83717,Bachelor's,22
Christina Gordon,47,Female,97980,M.S.,19
Kelly Ray,58,Female,51811,M.S.,12
Jessica Schroeder,55,Female,94558,Bachelor's,24
Mary Lopez,64,Female,99853,Ph.D.,27
Christine Evans,40,Male,89088,Ph.D.,11
John Hebert,58,Female,97005,Ph.D.,8
Sheila Murray,52,Female,90036,Ph.D.,23
Thomas Brown,59,Male,86064,Ph.D.,5
Jaime Mcdaniel,33,Male,79986,Bachelor's,26
Christian Delacruz,56,Male,57071,Ph.D.,8
Joseph Smith,55,Male,65956,Bachelor's,4
Gregory Gomez,49,Male,67386,Bachelor's,21
Erin Freeman,46,Male,85139,Bachelor's,19
Ronald Johnson,54,Male,76948,Bachelor's,14
Mark Rogers,40,Male,52188,Bachelor's,29
Zoe Reed,62,Female,63139,Bachelor's,22
Mrs. Natalie Stewart,25,Female,73119,M.S.,10
Johnny Shepard,31,Female,56813,Ph.D.,20
Robert Walker,37,Male,97066,M.S.,1
John Lopez,57,Female,71963,Ph.D.,8
Stephanie Baker,27,Male,58324,Ph.D.,22
David Swanson,56,Male,63407,M.S.,28
Charles Davis,40,Female,76716,Bachelor's,19
Reginald Green,63,Female,76866,Ph.D.,14
Christopher Thompson,54,Female,95573,Ph.D.,18
Kenneth Gonzalez,62,Female,89426,M.S.,13
Brent Johnson,35,Male,83431,Bachelor's,12
David Smith,52,Female,56249,M.S.,20
Christopher Rosario,40,Male,68288,M.S.,19
Robert Wheeler,45,Male,52139,Bachelor's,26
William Estrada,53,Male,77780,Ph.D.,12
Tiffany Stephenson,56,Male,90182,Bachelor's,5
James Cannon,46,Male,50568,Bachelor's,20
Brooke Perkins,55,Male,53062,Bachelor's,1
Brittany Gardner,41,Female,76026,Ph.D.,23
Sarah Gross,44,Male,57548,Bachelor's,28
Erin Tyler,43,Male,64555,M.S.,24
Bruce Johnson,51,Male,78225,Bachelor's,26
Tina Garza,41,Male,77986,Ph.D.,5
David Aguilar,38,Female,94826,M.S.,4
Christopher Ibarra,41,Female,79209,Ph.D.,5
Amy Mcgrath,39,Female,56432,Bachelor's,23
Tammie Moran,33,Male,75103,Ph.D.,25
Lorraine Hicks,54,Male,96357,Ph.D.,2
Carrie Salinas,55,Male,75056,Ph.D.,6
Seth Fox,65,Female,58224,Bachelor's,30
Sara Mann,53,Male,60138,Bachelor's,13
Laura Marks,29,Male,51881,M.S.,26
Charles Kim,57,Male,56157,Ph.D.,2
Mark Marks,45,Male,59791,M.S.,16
Vincent Arnold,47,Female,96358,Bachelor's,22
Ryan Oneill,56,Female,93372,M.S.,4
James Moody,49,Male,98886,Ph.D.,10
John Thompson,49,Female,61933,M.S.,21
Michael Marshall,63,Male,95286,M.S.,27
Joshua Mitchell,59,Female,59248,M.S.,8
Jason Collins,65,Male,90797,M.S.,18
Monica Mosley,44,Male,75045,M.S.,20
Sandra Robinson,40,Female,74508,M.S.,16
Mark Cooper,31,Female,89668,Bachelor's,12
James Chang,57,Male,75171,Bachelor's,23
Jamie Ford,36,Male,74552,Bachelor's,30
Scott Baker,64,Female,67294,Ph.D.,20
Shirley Rogers,54,Female,97860,Bachelor's,30
Melissa Craig,30,Female,92156,Ph.D.,20
Emily Gonzalez,41,Male,53347,Bachelor's,21
Noah Knox,50,Male,70343,Bachelor's,14
James Newman,31,Male,61577,Ph.D.,26
Danielle Bean,55,Male,70218,Bachelor's,17
Jessica Bradford,60,Male,90903,M.S.,13
Christopher Andrews,47,Female,64548,Ph.D.,16
Heather Taylor,37,Female,91519,Ph.D.,6
Alexander Fitzpatrick,33,Female,89856,Ph.D.,11
Kelly Hansen,46,Male,88094,M.S.,15
Alfred Harper,52,Male,67447,Ph.D.,30
Jasmine Johnson,30,Female,78855,Bachelor's,30
Philip Armstrong,37,Female,59844,Ph.D.,11
Jamie Craig,61,Male,78795,M.S.,10
Thomas Allen,25,Male,95754,Bachelor's,25
Lisa Alvarez,29,Female,96988,M.S.,12
Andrew Simpson,61,Male,71261,Ph.D.,14
Matthew Roberts,55,Male,96589,Ph.D.,2
Amanda Hernandez,35,Female,79958,Ph.D.,14
Jenny Macdonald,61,Male,53725,Ph.D.,29
Ricky Lyons,26,Female,54396,M.S.,15
Kerri Parsons,49,Male,66146,Bachelor's,3
Jessica Delgado,50,Male,82225,Ph.D.,15
Oscar Jones,35,Female,78901,Bachelor's,9
Nicole Gomez,35,Male,57878,M.S.,13
Jeffery Johnson,59,Male,85246,Ph.D.,3
Michael Carlson,59,Male,84119,Ph.D.,1
Danielle Lucas,52,Male,78745,M.S.,25
Jerry Velazquez,54,Female,73714,Bachelor's,8
Megan Mack,35,Female,58099,Ph.D.,17
Raymond Walters,41,Male,58559,Bachelor's,16
Kelly Cummings,44,Female,95360,Bachelor's,3
Steven Graham,29,Female,92320,Ph.D.,22
Antonio Dickson,44,Female,76528,Ph.D.,30
Shawn Hamilton,31,Male,85874,M.S.,14
Connie Tran,51,Female,80708,Bachelor's,12
Tasha Mason,28,Female,83651,M.S.,29
Scott Norris,30,Female,90983,M.S.,1
Joseph Benjamin,43,Female,96581,Bachelor's,13
Mary David,50,Male,79922,M.S.,19
Brenda Myers,40,Female,53739,Ph.D.,20
Richard Walker,55,Female,59638,M.S.,14
Stephen Hughes,28,Male,83272,M.S.,28
Ashley Peterson,58,Female,60745,Bachelor's,16
Barbara Branch,41,Male,52850,M.S.,3
Kerry Cantu,56,Male,86048,M.S.,16
Jason Robinson,52,Female,59846,M.S.,12
Claire Banks,32,Female,62483,M.S.,5
Kenneth Carson,37,Male,87149,M.S.,11
Erik Morris,30,Male,97434,M.S.,8
Timothy Thompson,30,Male,88737,Bachelor's,25
James Wilkins,55,Female,90075,Bachelor's,6
Craig Duncan,32,Female,50912,M.S.,10
David Carrillo,47,Female,53248,Bachelor's,7
Marc Gonzalez,57,Male,78339,Bachelor's,28
Lawrence York DVM,47,Female,89759,Bachelor's,23
Andrea Washington,37,Male,85868,Ph.D.,26
Jeffery Jordan,32,Female,64011,Bachelor's,20
Karen Butler,39,Female,99111,M.S.,21
Chase Montgomery,63,Male,81121,M.S.,21
Tom Lee,51,Male,61135,Ph.D.,29
Kayla Lopez,48,Female,54228,Ph.D.,16
Andrew Cook,30,Female,56753,M.S.,30
Michelle Moore,58,Male,50253,Ph.D.,9
James Hendricks,56,Female,71903,Bachelor's,17
Anna Mcknight,38,Female,72272,M.S.,14
Shannon Hoover,43,Male,62664,Ph.D.,5
Stephen Collins,47,Female,75992,Ph.D.,4
Jenny Sandoval,28,Male,67743,M.S.,8
Kerry Alexander,49,Male,67400,M.S.,22
Angelica Santos,25,Male,83947,M.S.,12
Heather Davis,59,Male,61393,Bachelor's,16
Curtis Gilbert,63,Male,51426,Bachelor's,25
Alexandra Thomas,40,Female,54353,Ph.D.,4
Larry Haas,33,Female,81654,Ph.D.,5
Samantha Huffman,47,Male,94543,Bachelor's,28
Adrian Donaldson,60,Male,59114,Ph.D.,30
Erica Williams,29,Female,85007,Ph.D.,24
Rebecca Lawson,63,Female,98693,Ph.D.,10
Sharon Hunt,48,Male,54666,Bachelor's,13
Manuel Reed,45,Male,79855,Bachelor's,17
Justin Macias,51,Male,79900,M.S.,12
Jamie Ortiz DVM,51,Male,73465,Bachelor's,7
Hannah Hurst,48,Female,55818,Bachelor's,18
Gregory Sharp,30,Male,90931,M.S.,25
Matthew Williams,43,Female,79153,Bachelor's,30
Mr. Justin Mendoza,34,Male,92293,Ph.D.,11
Andrea Perry,57,Male,95502,Bachelor's,18
Deborah Herrera,28,Female,73190,M.S.,21
Cynthia Fuller,39,Male,58546,Bachelor's,15
Donna Sanchez,43,Male,76468,Ph.D.,20
Sarah Watson,56,Male,87357,Bachelor's,3
Jennifer Aguilar,59,Male,78962,Ph.D.,3
Susan Woods,56,Male,76615,M.S.,29
Alexandria Edwards,35,Female,61773,Ph.D.,25
Jason Lutz,45,Female,94133,Bachelor's,28
Sydney Robertson,57,Male,72808,M.S.,9
Jeremy Mathews,62,Female,78508,Ph.D.,19
Joseph Wilson,63,Female,84267,M.S.,2
Ariel Nixon,43,Female,77821,M.S.,12
Andrew Young,56,Female,75963,Ph.D.,1
Andre Johnson,63,Male,79371,M.S.,27
Claire Garcia,38,Male,63995,M.S.,25
Christopher Little,47,Female,79942,Ph.D.,15
William Ross,62,Male,94463,Bachelor's,1
Dennis Miller,51,Male,67546,M.S.,9
David Moreno,26,Male,55588,Ph.D.,19
Jaclyn Peterson,31,Male,93651,M.S.,9
Rodney Clements,47,Female,64678,M.S.,26
Lisa Nelson,37,Female,98652,Ph.D.,2
Patricia Jackson,65,Male,57641,M.S.,28
Kathy Reid,63,Male,69669,Bachelor's,29
Robert Pena,43,Male,75394,Bachelor's,2
Crystal Cisneros,44,Male,60006,M.S.,22
Misty Campbell,36,Female,54515,Bachelor's,3
Ashley Brandt,51,Male,85693,Ph.D.,27
Brittany Larsen,46,Male,53917,M.S.,19
Nathaniel Romero,39,Female,84231,Ph.D.,10
Chad Walker,47,Female,87721,Ph.D.,5
Kim Williams,32,Male,82311,Ph.D.,4
Autumn Galvan,26,Female,62188,Bachelor's,26
Tanya Johnston,39,Female,59781,Bachelor's,18
Theresa Everett,53,Female,51018,Bachelor's,9
William Gallagher,30,Female,78127,Bachelor's,29
Maria Henderson,47,Female,73663,M.S.,29
Joshua Chavez,42,Male,70111,Ph.D.,2
Timothy Hood,36,Male,73379,Ph.D.,17
Samuel Woods,42,Male,96288,Bachelor's,9
Louis Young,57,Female,66327,M.S.,3
Kimberly Bautista,31,Female,78784,M.S.,10
Jeffrey Hill,35,Male,96304,Ph.D.,26
Wendy Cantu,41,Male,92048,Bachelor's,7
Betty Murray,38,Female,63654,M.S.,20
Diane Smith,54,Male,67908,M.S.,3
Jordan Morris,31,Female,60936,Bachelor's,22
Bryan Collins,41,Female,55766,M.S.,9
Victoria Chavez,51,Male,85847,Ph.D.,27
Ashley Rowe,36,Male,66141,Bachelor's,14
Jessica Lynch,63,Female,60726,Ph.D.,19
Lisa Ortiz,54,Female,95648,Bachelor's,7
Jennifer Paul,59,Male,68253,Bachelor's,7
Kathy Giles,54,Male,52531,Bachelor's,29
Diana Cox,49,Male,97742,M.S.,12
Amy Phelps,25,Female,92543,Ph.D.,21
Madison Jones,56,Female,96582,M.S.,7
Sue Reynolds,39,Female,84569,M.S.,17
Angela Conley,53,Female,63306,Bachelor's,4
Mr. Benjamin Cooper,31,Female,74583,Bachelor's,17
Kenneth Simmons,52,Female,84424,Ph.D.,13
Jessica Williams,64,Female,75809,Ph.D.,16
Eric Williams,61,Male,58380,M.S.,22
Patricia Campbell,54,Male,83948,M.S.,4
Stacie Smith,57,Female,85302,M.S.,11
Rodney Parker,65,Male,68968,Bachelor's,28
Eric Bruce,57,Female,68467,Ph.D.,18
Brian Garcia,43,Female,50564,M.S.,10
Jennifer Kennedy,60,Male,51958,Bachelor's,30
Anna Williams,25,Female,74474,Bachelor's,5
Tom King,51,Male,80984,M.S.,9
Nicole Ponce,47,Male,62316,Ph.D.,6
Michael Nguyen,38,Male,54082,Ph.D.,3
Melissa Gentry,51,Male,94565,M.S.,20
Kathleen Yang,47,Female,55668,Ph.D.,23
Jessica Delacruz,34,Male,54287,Ph.D.,20
Matthew Espinoza,53,Male,68673,Ph.D.,23
Michael Gallagher,54,Male,54673,Bachelor's,9
Hunter Chen,33,Female,80432,Ph.D.,14
Sean Valentine,56,Male,65620,Ph.D.,28
Christine Gibson,48,Male,64022,Ph.D.,20
Shelly Johnson,64,Female,55643,M.S.,10
Alec Schultz,62,Male,50564,Bachelor's,28
Leonard Kelly,49,Female,75038,Bachelor's,29
Kyle Green,60,Male,88888,M.S.,9
Theresa Simon,49,Female,52200,Bachelor's,20
Jeffrey Davis,58,Male,68206,M.S.,19
Kelly Miranda,56,Male,74549,M.S.,11
Kimberly Hernandez,53,Male,59342,Bachelor's,24
Michael Adams,51,Female,95080,M.S.,19
Laura Walsh,59,Male,79785,Bachelor's,5
Christopher Richardson,46,Male,50038,Ph.D.,8
Jacob Moore,37,Male,90330,M.S.,28
Eric Gill,64,Male,86467,Ph.D.,4
Mariah Moore,49,Male,96895,M.S.,19
Joshua Santiago,44,Male,61543,Bachelor's,27
Frederick Green,41,Female,68845,Bachelor's,7
Karen Delacruz,49,Female,61726,Ph.D.,3
Kevin Rice,32,Male,56062,Bachelor's,8
Shane Thompson,29,Female,84433,Bachelor's,17
Anna Mcintyre,46,Male,76742,M.S.,29
Stephanie Lee,48,Female,96492,Bachelor's,29
Kayla Nguyen,44,Female,78068,Bachelor's,6
Michael Mcguire,64,Female,84137,M.S.,3
Robert Willis,45,Male,65707,Bachelor's,21
Antonio Hamilton,30,Female,79708,M.S.,18
Nicholas Mercer,52,Female,80959,Ph.D.,22
Jill Scott,47,Male,68694,Ph.D.,12
Katie Hale,36,Male,99478,M.S.,13
Angela Stephenson,65,Male,78959,Ph.D.,14
Ellen Parks,27,Male,67150,Ph.D.,21
Brenda Carter,62,Female,70792,M.S.,22
Lori Stone,39,Male,96460,M.S.,4
Anthony Chambers,47,Male,61262,Ph.D.,20
Russell Arellano,28,Female,92735,Bachelor's,28
Taylor Scott,59,Female,63653,Ph.D.,17
Phillip Thomas,54,Female,65285,Ph.D.,27
Gail Thompson,38,Male,69011,M.S.,24
Pamela Brandt,41,Male,68882,M.S.,9
Craig Harding,33,Female,57415,Bachelor's,17
Samuel Walsh,65,Female,92976,Bachelor's,3
Shawn Robertson,47,Male,62266,Bachelor's,27
Jason Sharp,32,Male,98771,M.S.,12
Rachel Benson,27,Female,68684,M.S.,19
Jennifer Porter,27,Male,95808,Bachelor's,27
Stacey Mcintosh,50,Female,54728,Bachelor's,11
Amanda Hunter,29,Male,76990,M.S.,25
Christina Byrd,55,Female,60260,Bachelor's,4
Tina Morrison,26,Female,63506,Ph.D.,23
Holly Shepherd,44,Female,80392,M.S.,19
Joshua Fuller,49,Female,53467,M.S.,23
Phillip Brooks,26,Female,55279,Ph.D.,30
Joseph Everett,55,Male,96163,Bachelor's,4
Matthew Cortez,36,Female,72950,M.S.,15
Lauren Smith,44,Male,79870,M.S.,3
Kathy Brewer,48,Female,67369,Ph.D.,21
Joseph Paul,36,Female,53803,M.S.,23
Nicole Butler,50,Male,61455,Bachelor's,17
Jimmy Fields,42,Female,84046,M.S.,3
Kimberly Lewis,65,Male,57070,Bachelor's,15
James Sutton,31,Male,86296,M.S.,16
Matthew Roman,33,Male,83528,Bachelor's,18
Gregory Watts,58,Female,57402,Bachelor's,19
Madison Morris,51,Female,68814,Bachelor's,3
Juan Wells,38,Female,80196,Bachelor's,30
Cheryl Morris,33,Male,95503,Bachelor's,3
Colleen Wheeler,29,Female,89434,M.S.,7
Jamie Young,47,Female,53441,Ph.D.,8
Richard Evans,64,Female,92295,Bachelor's,4
Joshua Mcbride,58,Female,66362,Bachelor's,27
Rachael Reed,30,Female,89708,M.S.,10
Lindsay Young,45,Male,77690,M.S.,20
Pamela Cannon,32,Female,68587,Bachelor's,1
Barbara Garrett,62,Male,75589,M.S.,8
Joshua Cunningham,53,Male,59436,Ph.D.,21
Benjamin Parrish,60,Female,76558,Bachelor's,22
Alicia Oliver,60,Male,84278,M.S.,1
Stephen Boyle,45,Male,53512,Ph.D.,20
George Robinson,34,Male,58877,Bachelor's,30
Pamela Browning,47,Female,61507,Ph.D.,20
Mark Mcintosh,49,Male,58814,Bachelor's,4
Kathy Dixon,41,Female,50629,M.S.,3
Chelsea Cross,60,Male,82552,M.S.,21
Lisa Murphy,61,Male,67716,M.S.,20
John Kelly,27,Male,78812,M.S.,20
Emily Miller,49,Female,79564,M.S.,16
Eric Walker,56,Male,66171,Ph.D.,15
Kelly Johnson,42,Female,76896,Bachelor's,26
Christopher Rodriguez,44,Male,58542,Ph.D.,7
Brianna Santiago,51,Male,79263,M.S.,26
Kristen Graham,56,Male,50071,Ph.D.,18
James Harris,47,Female,57813,M.S.,5
Drew Reeves,41,Male,83337,Bachelor's,1
Timothy Bennett,26,Male,68690,Ph.D.,5
Jacqueline Lynch,58,Female,68140,Bachelor's,14
Jason Yates,38,Male,85717,Bachelor's,16
Gary Edwards,54,Male,76995,Ph.D.,18
Tiffany English,49,Male,56762,M.S.,25
Colleen Garrison,54,Female,58184,Bachelor's,1
Emily Choi,63,Male,87417,M.S.,4
Alexander Sanchez,45,Female,99886,M.S.,12
Tabitha Hutchinson,45,Male,81652,Ph.D.,10
Christopher Hickman,56,Female,93416,Ph.D.,22
Carol Lewis,30,Male,52134,Ph.D.,13
Lori Farrell,65,Male,54863,Bachelor's,24
Randy Jackson,28,Male,88570,M.S.,17
Heather Decker,33,Male,77975,Ph.D.,30
Stephen Spencer DVM,31,Female,72289,Bachelor's,14
Anthony Collins,27,Male,78638,Bachelor's,22
Rachel Taylor,42,Male,86742,Bachelor's,27
Jennifer Griffin,58,Female,69440,M.S.,26
Christina Ruiz,44,Female,52366,Bachelor's,14
Julie Peters,60,Male,71469,Ph.D.,9
Kirsten Anderson,28,Female,77570,M.S.,16
Scott Adkins,43,Male,84093,Ph.D.,18
Melanie Wells,41,Female,63966,Ph.D.,8
Elizabeth Anderson,47,Female,85255,Bachelor's,17
Ariel Montgomery,29,Female,87141,M.S.,10
Amber Zamora,46,Female,78780,Bachelor's,27
Walter Lewis,54,Female,97849,Bachelor's,11
Gwendolyn Cooper,41,Female,81984,Ph.D.,17
Kelsey Patterson DVM,33,Male,97083,Ph.D.,27
Sean Smith,48,Male,90214,Bachelor's,11
Miranda Cooper,38,Female,89999,Ph.D.,10
Carl Rodriguez,29,Female,67111,Ph.D.,6
Jessica Meza,60,Male,89244,M.S.,23
Leslie Callahan DVM,60,Male,85440,Ph.D.,1
Jessica Hanna,48,Female,83848,M.S.,7
